Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
515,CA-2015-ORD86438,05/29/2017,05/30/2017,Standard Class,CUST-1751,Bob Johnson,Home Office,12345.0,Austin,Illinois,United States,West,USCA,PROD-5227,Furniture,Tables,Product B,2790.3,5,0.0,508.2,99.99,Medium
516,CA-2013-ORD40577,05/30/2017,05/31/2017,Second Class,CUST-9426,Bob Johnson,Corporate,34567.0,New York,California,United States,West,USCA,PROD-6928,Technology,Phones,Product A,1451.84,7,0.0,251.35,67.53,High
517,CA-2013-ORD55400,05/31/2017,06/01/2017,Second Class,CUST-1982,Bob Johnson,Corporate,23456.0,Austin,Illinois,United States,Central,USCA,PROD-7552,Technology,Phones,Product A,4034.76,7,0.3,-181.91,18.01,Medium
518,CA-2013-ORD72976,06/01/2017,06/02/2017,Second Class,CUST-7148,Bob Johnson,Corporate,,New York,California,United States,South,USCA,PROD-5520,Furniture,Binders,Product A,186.61,5,0.3,184.36,112.24,Medium
519,CA-2013-ORD21091,06/02/2017,06/03/2017,First Class,CUST-4651,Diana Ross,Consumer,,Austin,Illinois,United States,West,USCA,PROD-6662,Office Supplies,Binders,Product C,336.18,3,0.1,47.59,157.57,Critical
520,CA-2016-ORD99405,06/03/2017,06/04/2017,Second Class,CUST-9244,Bob Johnson,Consumer,23456.0,Austin,New York,United States,South,USCA,PROD-6557,Furniture,Chairs,Product A,4772.45,3,0.1,128.01,24.86,Medium
521,CA-2013-ORD14390,06/04/2017,06/05/2017,First Class,CUST-2599,Alice Smith,Home Office,,Chicago,Illinois,United States,East,USCA,PROD-3708,Technology,Chairs,Product A,441.03,1,0.2,113.64,96.49,High
522,CA-2013-ORD66833,06/05/2017,06/06/2017,Same Day,CUST-8948,Charlie Brown,Home Office,23456.0,Chicago,California,United States,South,USCA,PROD-1478,Technology,Phones,Product C,2695.47,5,0.1,30.21,50.17,Critical
523,CA-2013-ORD58355,06/06/2017,06/07/2017,Same Day,CUST-3326,Charlie Brown,Corporate,12345.0,San Francisco,California,United States,East,USCA,PROD-9809,Furniture,Chairs,Product C,1504.73,5,0.3,931.87,47.85,Medium
524,CA-2014-ORD79704,06/07/2017,06/08/2017,First Class,CUST-5985,Diana Ross,Corporate,,Chicago,Illinois,United States,Central,USCA,PROD-7711,Office Supplies,Binders,Product B,2176.26,5,0.2,458.81,164.18,High
525,CA-2016-ORD88412,06/08/2017,06/09/2017,Standard Class,CUST-4845,Alice Smith,Consumer,12345.0,San Francisco,Texas,United States,West,USCA,PROD-7654,Office Supplies,Phones,Product B,2140.34,9,0.0,968.89,116.99,Low
526,CA-2016-ORD85042,06/09/2017,06/10/2017,Standard Class,CUST-3986,Bob Johnson,Home Office,34567.0,New York,California,United States,East,USCA,PROD-2305,Technology,Chairs,Product A,2496.2,2,0.3,318.3,94.6,Low
527,CA-2015-ORD72803,06/10/2017,06/11/2017,Second Class,CUST-1900,Alice Smith,Consumer,,Chicago,New York,United States,Central,USCA,PROD-9663,Furniture,Chairs,Product B,858.39,4,0.0,905.46,31.85,Critical
528,CA-2013-ORD38267,06/11/2017,06/12/2017,Standard Class,CUST-7210,Alice Smith,Corporate,23456.0,Chicago,Illinois,United States,East,USCA,PROD-1144,Office Supplies,Chairs,Product C,240.15,2,0.3,301.53,79.92,High
529,CA-2013-ORD80859,06/12/2017,06/13/2017,Standard Class,CUST-5671,Charlie Brown,Consumer,12345.0,New York,New York,United States,West,USCA,PROD-2830,Office Supplies,Binders,Product A,1119.52,8,0.1,664.88,121.04,Low
530,CA-2015-ORD62313,06/13/2017,06/14/2017,Second Class,CUST-5902,Bob Johnson,Home Office,,Austin,Texas,United States,East,USCA,PROD-3130,Furniture,Phones,Product B,2907.29,6,0.3,-483.1,161.11,Medium
531,CA-2015-ORD30136,06/14/2017,06/15/2017,First Class,CUST-6559,Alice Smith,Corporate,12345.0,Austin,New York,United States,South,USCA,PROD-5763,Technology,Chairs,Product B,4589.96,5,0.2,-300.06,129.95,Critical
532,CA-2013-ORD75089,06/15/2017,06/16/2017,Standard Class,CUST-5327,Alice Smith,Consumer,,San Francisco,Illinois,United States,West,USCA,PROD-5995,Office Supplies,Binders,Product B,2559.92,6,0.2,544.71,102.9,Critical
533,CA-2013-ORD71805,06/16/2017,06/17/2017,Standard Class,CUST-3692,Bob Johnson,Corporate,34567.0,San Francisco,Illinois,United States,South,USCA,PROD-7414,Technology,Binders,Product B,3050.91,3,0.1,-447.84,35.35,Low
534,CA-2015-ORD40636,06/17/2017,06/18/2017,Second Class,CUST-3794,Bob Johnson,Consumer,23456.0,New York,New York,United States,West,USCA,PROD-1101,Furniture,Binders,Product A,989.45,6,0.2,414.87,107.68,Critical
535,CA-2014-ORD90414,06/18/2017,06/19/2017,Second Class,CUST-1766,Alice Smith,Corporate,34567.0,Austin,New York,United States,Central,USCA,PROD-4987,Furniture,Chairs,Product B,4889.54,1,0.3,550.31,9.93,Medium
536,CA-2015-ORD28027,06/19/2017,06/20/2017,Standard Class,CUST-9886,Charlie Brown,Consumer,,San Francisco,Texas,United States,Central,USCA,PROD-1614,Office Supplies,Binders,Product A,3977.14,3,0.3,-427.22,20.42,High
537,CA-2015-ORD48177,06/20/2017,06/21/2017,First Class,CUST-6709,Alice Smith,Corporate,12345.0,Chicago,New York,United States,West,USCA,PROD-9895,Furniture,Binders,Product C,1512.37,5,0.3,-375.93,151.15,Low
538,CA-2015-ORD96217,06/21/2017,06/22/2017,Second Class,CUST-4430,Charlie Brown,Consumer,12345.0,San Francisco,California,United States,West,USCA,PROD-7705,Office Supplies,Tables,Product A,1816.12,5,0.0,25.59,121.83,Medium
539,CA-2015-ORD42082,06/22/2017,06/23/2017,Second Class,CUST-2905,Bob Johnson,Consumer,34567.0,Austin,Texas,United States,South,USCA,PROD-2813,Technology,Phones,Product C,4550.61,3,0.3,-396.07,193.36,Low
540,CA-2013-ORD54679,06/23/2017,06/24/2017,Standard Class,CUST-4515,Charlie Brown,Consumer,34567.0,New York,New York,United States,East,USCA,PROD-7243,Office Supplies,Phones,Product C,4742.08,7,0.3,786.75,139.74,Critical
541,CA-2015-ORD49311,06/24/2017,06/25/2017,Second Class,CUST-6285,Diana Ross,Home Office,,Chicago,Illinois,United States,East,USCA,PROD-6963,Office Supplies,Tables,Product A,2920.11,7,0.2,742.78,13.79,Critical
542,CA-2015-ORD37577,06/25/2017,06/26/2017,Second Class,CUST-7000,Bob Johnson,Consumer,12345.0,Austin,Illinois,United States,East,USCA,PROD-9820,Office Supplies,Phones,Product C,550.85,5,0.2,-21.78,181.22,Medium
543,CA-2014-ORD86194,06/26/2017,06/27/2017,Standard Class,CUST-5196,Diana Ross,Consumer,23456.0,New York,Texas,United States,West,USCA,PROD-2035,Furniture,Binders,Product C,1025.34,3,0.2,11.34,183.88,Low
544,CA-2013-ORD55033,06/27/2017,06/28/2017,First Class,CUST-7426,Alice Smith,Home Office,12345.0,Chicago,Texas,United States,Central,USCA,PROD-9435,Technology,Phones,Product A,154.34,5,0.2,988.33,111.54,Critical
545,CA-2015-ORD96105,06/28/2017,06/29/2017,Second Class,CUST-8566,Bob Johnson,Consumer,23456.0,Chicago,Texas,United States,West,USCA,PROD-1625,Furniture,Binders,Product A,3180.21,4,0.1,827.07,105.57,Medium
546,CA-2014-ORD59577,06/29/2017,06/30/2017,Same Day,CUST-5591,Diana Ross,Consumer,,New York,California,United States,South,USCA,PROD-1495,Technology,Binders,Product A,501.47,8,0.1,969.6,170.92,High
547,CA-2016-ORD97074,06/30/2017,07/01/2017,Standard Class,CUST-5293,Bob Johnson,Corporate,,Chicago,Texas,United States,West,USCA,PROD-6376,Furniture,Tables,Product A,2851.29,5,0.0,529.62,13.96,Medium
548,CA-2014-ORD63311,07/01/2017,07/02/2017,Second Class,CUST-3109,Alice Smith,Home Office,12345.0,New York,California,United States,West,USCA,PROD-2059,Office Supplies,Tables,Product B,703.46,5,0.2,775.89,82.8,High
549,CA-2016-ORD50381,07/02/2017,07/03/2017,First Class,CUST-9654,Diana Ross,Corporate,12345.0,San Francisco,California,United States,West,USCA,PROD-4046,Furniture,Tables,Product C,1185.92,9,0.1,93.96,146.51,High
550,CA-2015-ORD90833,07/03/2017,07/04/2017,Second Class,CUST-1157,Charlie Brown,Consumer,12345.0,New York,New York,United States,East,USCA,PROD-3703,Office Supplies,Binders,Product C,551.52,3,0.3,433.89,22.95,Medium
551,CA-2014-ORD32964,07/04/2017,07/05/2017,Same Day,CUST-5563,Charlie Brown,Consumer,34567.0,Austin,Illinois,United States,Central,USCA,PROD-2718,Furniture,Binders,Product A,395.15,2,0.3,711.87,35.6,Low
552,CA-2014-ORD72737,07/05/2017,07/06/2017,Same Day,CUST-5797,Charlie Brown,Corporate,,Austin,California,United States,West,USCA,PROD-8219,Furniture,Binders,Product C,4734.41,1,0.0,969.71,189.4,Medium
553,CA-2015-ORD50908,07/06/2017,07/07/2017,First Class,CUST-2985,Alice Smith,Consumer,,New York,Texas,United States,South,USCA,PROD-2780,Furniture,Tables,Product B,2641.23,3,0.3,267.91,152.45,Critical
554,CA-2015-ORD23105,07/07/2017,07/08/2017,Same Day,CUST-3307,Diana Ross,Home Office,34567.0,Chicago,Texas,United States,Central,USCA,PROD-9965,Furniture,Chairs,Product B,926.19,9,0.1,-0.82,19.3,Medium
555,CA-2013-ORD41495,07/08/2017,07/09/2017,Same Day,CUST-2185,Diana Ross,Home Office,34567.0,New York,California,United States,West,USCA,PROD-3396,Furniture,Binders,Product B,4669.12,7,0.2,583.83,154.81,Critical
556,CA-2013-ORD90735,07/09/2017,07/10/2017,Same Day,CUST-8567,Alice Smith,Corporate,34567.0,New York,California,United States,Central,USCA,PROD-4903,Technology,Chairs,Product B,373.39,3,0.2,756.73,92.55,Low
557,CA-2013-ORD69395,07/10/2017,07/11/2017,Same Day,CUST-3497,Charlie Brown,Consumer,12345.0,New York,California,United States,West,USCA,PROD-9173,Furniture,Tables,Product B,3516.0,3,0.1,-448.34,53.06,Low
558,CA-2013-ORD43112,07/11/2017,07/12/2017,Second Class,CUST-3376,Charlie Brown,Home Office,34567.0,Chicago,Texas,United States,West,USCA,PROD-2033,Technology,Binders,Product C,4637.19,7,0.0,421.1,26.41,Medium
559,CA-2014-ORD17085,07/12/2017,07/13/2017,Standard Class,CUST-9778,Charlie Brown,Corporate,,Chicago,California,United States,East,USCA,PROD-7305,Technology,Chairs,Product A,1437.64,2,0.2,-427.31,170.16,Critical
560,CA-2016-ORD79854,07/13/2017,07/14/2017,First Class,CUST-7706,Alice Smith,Consumer,23456.0,San Francisco,California,United States,Central,USCA,PROD-7668,Office Supplies,Tables,Product A,4604.01,5,0.0,153.32,172.41,Low
561,CA-2013-ORD59905,07/14/2017,07/15/2017,First Class,CUST-7009,Bob Johnson,Home Office,34567.0,Chicago,New York,United States,East,USCA,PROD-3131,Office Supplies,Tables,Product A,1744.74,6,0.3,-339.68,80.36,High
562,CA-2013-ORD49079,07/15/2017,07/16/2017,First Class,CUST-6078,Alice Smith,Consumer,,Austin,Illinois,United States,West,USCA,PROD-3793,Technology,Binders,Product B,2829.63,7,0.3,515.96,171.13,Critical
563,CA-2013-ORD21920,07/16/2017,07/17/2017,Same Day,CUST-8714,Alice Smith,Corporate,23456.0,Chicago,Texas,United States,Central,USCA,PROD-1521,Furniture,Phones,Product B,4870.4,4,0.1,626.72,58.42,Critical
564,CA-2016-ORD42959,07/17/2017,07/18/2017,Standard Class,CUST-2331,Diana Ross,Consumer,12345.0,San Francisco,California,United States,East,USCA,PROD-6499,Office Supplies,Tables,Product B,1795.06,8,0.1,499.71,17.94,Low
565,CA-2013-ORD14606,07/18/2017,07/19/2017,Standard Class,CUST-7168,Charlie Brown,Home Office,23456.0,New York,New York,United States,Central,USCA,PROD-4303,Furniture,Chairs,Product C,2837.93,3,0.1,470.8,122.73,Critical
566,CA-2014-ORD85820,07/19/2017,07/20/2017,First Class,CUST-5098,Alice Smith,Consumer,23456.0,Austin,New York,United States,South,USCA,PROD-8109,Technology,Phones,Product C,794.37,1,0.1,967.61,156.12,Critical
567,CA-2016-ORD83131,07/20/2017,07/21/2017,Standard Class,CUST-3222,Charlie Brown,Consumer,12345.0,Chicago,New York,United States,East,USCA,PROD-8002,Furniture,Binders,Product A,4274.55,2,0.0,224.22,18.29,Medium
568,CA-2016-ORD57226,07/21/2017,07/22/2017,Second Class,CUST-9630,Charlie Brown,Home Office,34567.0,Chicago,California,United States,Central,USCA,PROD-7143,Office Supplies,Phones,Product B,2671.36,5,0.0,449.94,56.37,Medium
569,CA-2013-ORD24623,07/22/2017,07/23/2017,Same Day,CUST-2629,Bob Johnson,Consumer,23456.0,Austin,California,United States,South,USCA,PROD-4872,Office Supplies,Binders,Product A,1141.95,6,0.3,569.36,24.63,Low
570,CA-2014-ORD16424,07/23/2017,07/24/2017,First Class,CUST-3301,Charlie Brown,Corporate,12345.0,Austin,New York,United States,South,USCA,PROD-1966,Office Supplies,Phones,Product C,2394.14,3,0.1,248.4,41.99,Medium
571,CA-2015-ORD26541,07/24/2017,07/25/2017,Second Class,CUST-1423,Diana Ross,Consumer,23456.0,Chicago,Texas,United States,West,USCA,PROD-5972,Office Supplies,Phones,Product B,1180.29,7,0.1,-13.26,96.16,Medium
572,CA-2013-ORD95913,07/25/2017,07/26/2017,Same Day,CUST-6533,Charlie Brown,Corporate,23456.0,San Francisco,California,United States,East,USCA,PROD-8399,Technology,Tables,Product B,3372.43,1,0.0,324.92,115.69,Critical
573,CA-2013-ORD63065,07/26/2017,07/27/2017,Second Class,CUST-9577,Bob Johnson,Corporate,23456.0,San Francisco,California,United States,South,USCA,PROD-9242,Furniture,Chairs,Product C,653.53,4,0.3,-48.8,185.25,Low
574,CA-2016-ORD99993,07/27/2017,07/28/2017,First Class,CUST-5760,Bob Johnson,Home Office,,Chicago,Texas,United States,West,USCA,PROD-7318,Furniture,Phones,Product A,1375.79,4,0.0,364.91,148.01,Low
575,CA-2015-ORD74791,07/28/2017,07/29/2017,First Class,CUST-2524,Bob Johnson,Corporate,23456.0,New York,Illinois,United States,South,USCA,PROD-8948,Technology,Phones,Product B,435.31,5,0.3,919.96,127.76,Critical
576,CA-2014-ORD72042,07/29/2017,07/30/2017,Standard Class,CUST-2283,Alice Smith,Corporate,23456.0,San Francisco,California,United States,South,USCA,PROD-7255,Furniture,Chairs,Product B,3611.38,1,0.3,767.54,34.41,Critical
577,CA-2013-ORD33164,07/30/2017,07/31/2017,Same Day,CUST-3339,Charlie Brown,Home Office,23456.0,Chicago,New York,United States,West,USCA,PROD-3147,Furniture,Phones,Product B,1220.74,8,0.1,260.19,123.31,High
578,CA-2015-ORD54328,07/31/2017,08/01/2017,Standard Class,CUST-3160,Alice Smith,Home Office,34567.0,San Francisco,Texas,United States,West,USCA,PROD-8102,Office Supplies,Chairs,Product B,3287.53,7,0.3,399.47,121.78,Critical
579,CA-2013-ORD25476,08/01/2017,08/02/2017,Second Class,CUST-6549,Charlie Brown,Home Office,,Austin,Texas,United States,South,USCA,PROD-7153,Office Supplies,Binders,Product C,1092.77,9,0.0,-335.02,49.04,Low
580,CA-2016-ORD22565,08/02/2017,08/03/2017,First Class,CUST-2044,Alice Smith,Home Office,34567.0,Austin,California,United States,West,USCA,PROD-8912,Technology,Tables,Product B,3905.17,5,0.1,42.51,162.03,Critical
581,CA-2013-ORD20125,08/03/2017,08/04/2017,First Class,CUST-5109,Charlie Brown,Home Office,23456.0,San Francisco,Texas,United States,East,USCA,PROD-2572,Technology,Binders,Product C,3194.05,1,0.0,-87.92,110.65,High
582,CA-2016-ORD75481,08/04/2017,08/05/2017,Standard Class,CUST-2579,Diana Ross,Consumer,23456.0,Austin,New York,United States,Central,USCA,PROD-4686,Technology,Chairs,Product C,4666.69,3,0.2,-285.87,129.7,Critical
583,CA-2014-ORD67261,08/05/2017,08/06/2017,Standard Class,CUST-2623,Bob Johnson,Corporate,23456.0,New York,Texas,United States,East,USCA,PROD-1602,Technology,Chairs,Product B,4852.83,3,0.3,204.25,39.8,Critical
584,CA-2014-ORD40393,08/06/2017,08/07/2017,First Class,CUST-5338,Bob Johnson,Corporate,23456.0,Chicago,Texas,United States,East,USCA,PROD-1128,Technology,Binders,Product B,3934.16,7,0.2,913.38,166.12,High
585,CA-2015-ORD64905,08/07/2017,08/08/2017,Second Class,CUST-4535,Alice Smith,Home Office,34567.0,New York,California,United States,East,USCA,PROD-1542,Office Supplies,Phones,Product A,2722.21,9,0.0,-467.35,163.94,High
586,CA-2016-ORD50347,08/08/2017,08/09/2017,Standard Class,CUST-7087,Charlie Brown,Home Office,,New York,California,United States,Central,USCA,PROD-4148,Office Supplies,Phones,Product A,3115.15,5,0.3,756.11,113.76,Medium
587,CA-2014-ORD74875,08/09/2017,08/10/2017,First Class,CUST-3615,Bob Johnson,Home Office,23456.0,New York,New York,United States,South,USCA,PROD-8545,Furniture,Tables,Product C,4120.79,6,0.0,547.52,29.35,High
588,CA-2016-ORD34064,08/10/2017,08/11/2017,Standard Class,CUST-8602,Diana Ross,Consumer,34567.0,Austin,Illinois,United States,South,USCA,PROD-5521,Office Supplies,Binders,Product C,1419.0,3,0.2,523.28,50.75,Low
589,CA-2014-ORD40370,08/11/2017,08/12/2017,First Class,CUST-9944,Alice Smith,Consumer,23456.0,New York,Illinois,United States,East,USCA,PROD-7984,Office Supplies,Binders,Product A,70.73,8,0.2,120.08,129.56,Low
590,CA-2015-ORD39096,08/12/2017,08/13/2017,Standard Class,CUST-7240,Bob Johnson,Consumer,12345.0,Chicago,California,United States,East,USCA,PROD-4606,Furniture,Chairs,Product C,4283.14,8,0.0,889.96,98.38,Critical
591,CA-2013-ORD63866,08/13/2017,08/14/2017,Same Day,CUST-8693,Bob Johnson,Consumer,12345.0,New York,Texas,United States,South,USCA,PROD-8699,Office Supplies,Chairs,Product A,350.41,8,0.1,63.45,165.83,Low
592,CA-2015-ORD10820,08/14/2017,08/15/2017,Same Day,CUST-5549,Diana Ross,Corporate,23456.0,Austin,New York,United States,Central,USCA,PROD-8192,Furniture,Phones,Product C,3720.07,4,0.2,467.22,105.9,Medium
593,CA-2016-ORD39638,08/15/2017,08/16/2017,Same Day,CUST-4772,Charlie Brown,Home Office,12345.0,San Francisco,New York,United States,Central,USCA,PROD-5481,Technology,Binders,Product A,4570.61,2,0.1,182.85,31.37,Medium
594,CA-2016-ORD21711,08/16/2017,08/17/2017,Same Day,CUST-8708,Diana Ross,Home Office,12345.0,New York,Illinois,United States,East,USCA,PROD-4051,Furniture,Tables,Product B,1438.77,9,0.1,736.06,111.66,Critical
595,CA-2014-ORD56473,08/17/2017,08/18/2017,Same Day,CUST-7178,Alice Smith,Corporate,12345.0,Austin,New York,United States,Central,USCA,PROD-5199,Technology,Tables,Product A,871.87,7,0.3,-141.88,166.74,Low
596,CA-2013-ORD45692,08/18/2017,08/19/2017,Same Day,CUST-6677,Charlie Brown,Corporate,,Chicago,California,United States,East,USCA,PROD-1337,Furniture,Tables,Product A,728.69,2,0.2,-450.14,127.07,Critical
597,CA-2014-ORD75132,08/19/2017,08/20/2017,Second Class,CUST-5496,Bob Johnson,Corporate,34567.0,San Francisco,California,United States,West,USCA,PROD-1612,Office Supplies,Phones,Product B,3414.76,1,0.3,-65.45,109.44,High
598,CA-2014-ORD10296,08/20/2017,08/21/2017,First Class,CUST-4749,Alice Smith,Corporate,12345.0,Chicago,Illinois,United States,South,USCA,PROD-2628,Office Supplies,Binders,Product C,2706.35,3,0.1,810.25,53.69,Medium
599,CA-2013-ORD21831,08/21/2017,08/22/2017,Standard Class,CUST-3476,Alice Smith,Corporate,23456.0,San Francisco,New York,United States,South,USCA,PROD-4944,Office Supplies,Binders,Product C,1683.22,1,0.1,-418.42,87.69,Low
600,CA-2015-ORD22408,08/22/2017,08/23/2017,Second Class,CUST-4473,Alice Smith,Home Office,34567.0,New York,California,United States,South,USCA,PROD-4452,Furniture,Chairs,Product C,4886.71,3,0.1,766.0,12.46,Medium
601,CA-2015-ORD18424,08/23/2017,08/24/2017,Second Class,CUST-1457,Alice Smith,Home Office,,San Francisco,Illinois,United States,Central,USCA,PROD-4266,Furniture,Tables,Product C,1910.54,4,0.3,-448.74,154.33,Medium
602,CA-2013-ORD98219,08/24/2017,08/25/2017,Standard Class,CUST-2708,Alice Smith,Home Office,,San Francisco,Illinois,United States,South,USCA,PROD-3839,Furniture,Chairs,Product A,4320.18,2,0.1,660.09,6.47,Low
603,CA-2013-ORD47495,08/25/2017,08/26/2017,First Class,CUST-9527,Bob Johnson,Home Office,,San Francisco,Illinois,United States,East,USCA,PROD-5530,Furniture,Tables,Product A,4175.1,9,0.1,-287.74,128.29,Critical
604,CA-2013-ORD11017,08/26/2017,08/27/2017,Same Day,CUST-8067,Bob Johnson,Consumer,34567.0,Austin,Illinois,United States,West,USCA,PROD-8284,Furniture,Chairs,Product A,4661.65,1,0.0,-348.48,91.12,Critical
605,CA-2016-ORD14103,08/27/2017,08/28/2017,Second Class,CUST-5327,Alice Smith,Home Office,,Chicago,California,United States,West,USCA,PROD-1923,Technology,Tables,Product C,2335.5,4,0.0,-324.11,197.89,High
606,CA-2015-ORD74667,08/28/2017,08/29/2017,Standard Class,CUST-9848,Charlie Brown,Home Office,23456.0,San Francisco,Texas,United States,Central,USCA,PROD-5519,Furniture,Chairs,Product C,1945.98,2,0.2,143.02,104.23,Low
607,CA-2014-ORD52864,08/29/2017,08/30/2017,Same Day,CUST-4968,Alice Smith,Corporate,23456.0,New York,New York,United States,East,USCA,PROD-6491,Furniture,Phones,Product B,2060.35,8,0.3,16.04,102.66,Critical
608,CA-2013-ORD70027,08/30/2017,08/31/2017,Same Day,CUST-2282,Charlie Brown,Consumer,12345.0,New York,Illinois,United States,West,USCA,PROD-2443,Office Supplies,Chairs,Product C,400.26,5,0.2,443.87,19.07,Low
609,CA-2015-ORD25585,08/31/2017,09/01/2017,Standard Class,CUST-1815,Alice Smith,Consumer,,San Francisco,New York,United States,East,USCA,PROD-2691,Technology,Tables,Product A,207.79,3,0.3,56.82,164.39,Critical
610,CA-2016-ORD48788,09/01/2017,09/02/2017,First Class,CUST-7093,Diana Ross,Home Office,12345.0,New York,Illinois,United States,West,USCA,PROD-3357,Technology,Tables,Product B,4865.92,4,0.2,-155.64,44.4,Low
611,CA-2015-ORD71217,09/02/2017,09/03/2017,Second Class,CUST-7081,Charlie Brown,Consumer,,San Francisco,New York,United States,West,USCA,PROD-5400,Technology,Tables,Product C,2452.63,2,0.3,-196.54,40.08,High
612,CA-2016-ORD47048,09/03/2017,09/04/2017,Standard Class,CUST-7653,Bob Johnson,Home Office,12345.0,Chicago,New York,United States,South,USCA,PROD-4246,Furniture,Binders,Product B,1833.09,2,0.2,117.96,85.14,Medium
613,CA-2015-ORD60762,09/04/2017,09/05/2017,Same Day,CUST-7652,Bob Johnson,Corporate,12345.0,Chicago,California,United States,South,USCA,PROD-4866,Office Supplies,Binders,Product B,3739.47,4,0.1,-267.86,194.88,High
614,CA-2015-ORD88237,09/05/2017,09/06/2017,Second Class,CUST-7484,Diana Ross,Corporate,,Austin,New York,United States,East,USCA,PROD-8795,Technology,Tables,Product A,3143.62,8,0.2,59.26,119.99,Low
615,CA-2016-ORD20519,09/06/2017,09/07/2017,Standard Class,CUST-6877,Charlie Brown,Consumer,23456.0,New York,California,United States,West,USCA,PROD-7379,Office Supplies,Chairs,Product C,4658.75,1,0.2,304.89,127.16,Low
616,CA-2016-ORD39297,09/07/2017,09/08/2017,First Class,CUST-6111,Bob Johnson,Corporate,,Chicago,Illinois,United States,South,USCA,PROD-9076,Furniture,Chairs,Product A,169.39,8,0.2,-142.78,118.07,Critical
617,CA-2013-ORD71559,09/08/2017,09/09/2017,Same Day,CUST-5266,Alice Smith,Home Office,23456.0,New York,Texas,United States,East,USCA,PROD-9172,Technology,Chairs,Product C,1387.88,3,0.1,-339.16,27.16,Medium
618,CA-2014-ORD61950,09/09/2017,09/10/2017,First Class,CUST-2123,Charlie Brown,Home Office,23456.0,Chicago,New York,United States,West,USCA,PROD-2212,Office Supplies,Phones,Product B,3334.5,8,0.1,386.96,15.31,Low
619,CA-2015-ORD25381,09/10/2017,09/11/2017,Standard Class,CUST-9627,Alice Smith,Home Office,34567.0,Austin,California,United States,West,USCA,PROD-9887,Office Supplies,Phones,Product C,1348.73,8,0.1,269.36,56.64,Medium
620,CA-2013-ORD39981,09/11/2017,09/12/2017,First Class,CUST-6177,Alice Smith,Home Office,23456.0,Chicago,Texas,United States,Central,USCA,PROD-8701,Technology,Binders,Product A,410.96,9,0.3,-123.88,89.72,High
621,CA-2014-ORD29461,09/12/2017,09/13/2017,Same Day,CUST-5205,Bob Johnson,Home Office,,Chicago,Illinois,United States,South,USCA,PROD-9648,Furniture,Tables,Product B,670.83,2,0.0,669.3,66.95,High
622,CA-2014-ORD56090,09/13/2017,09/14/2017,Same Day,CUST-6633,Bob Johnson,Corporate,12345.0,New York,California,United States,East,USCA,PROD-4748,Office Supplies,Chairs,Product C,1904.84,3,0.2,-6.21,130.27,Low
623,CA-2015-ORD81381,09/14/2017,09/15/2017,Second Class,CUST-8497,Charlie Brown,Home Office,23456.0,San Francisco,Texas,United States,West,USCA,PROD-1570,Furniture,Phones,Product C,1742.69,5,0.2,-37.35,54.08,Critical
624,CA-2015-ORD83604,09/15/2017,09/16/2017,Same Day,CUST-1171,Bob Johnson,Corporate,34567.0,Austin,New York,United States,South,USCA,PROD-2254,Office Supplies,Phones,Product B,905.23,2,0.1,921.04,61.29,Low
625,CA-2013-ORD82844,09/16/2017,09/17/2017,First Class,CUST-5235,Alice Smith,Consumer,,New York,Illinois,United States,West,USCA,PROD-9364,Technology,Chairs,Product B,4110.42,1,0.0,-448.14,68.85,Critical
626,CA-2015-ORD12049,09/17/2017,09/18/2017,First Class,CUST-8546,Charlie Brown,Home Office,12345.0,Chicago,New York,United States,East,USCA,PROD-6359,Office Supplies,Phones,Product A,4964.76,7,0.0,-331.33,123.48,High
627,CA-2013-ORD15652,09/18/2017,09/19/2017,Standard Class,CUST-6033,Diana Ross,Corporate,23456.0,Chicago,California,United States,East,USCA,PROD-6225,Technology,Binders,Product A,37.06,8,0.2,-431.42,185.95,Critical
628,CA-2016-ORD22726,09/19/2017,09/20/2017,Same Day,CUST-8545,Bob Johnson,Corporate,34567.0,Austin,New York,United States,East,USCA,PROD-4591,Office Supplies,Chairs,Product C,2511.99,9,0.2,136.79,166.28,High
629,CA-2013-ORD54663,09/20/2017,09/21/2017,Second Class,CUST-1519,Bob Johnson,Consumer,34567.0,Austin,Texas,United States,South,USCA,PROD-6504,Furniture,Tables,Product A,4963.34,6,0.2,-189.78,120.42,Critical
630,CA-2013-ORD59938,09/21/2017,09/22/2017,Standard Class,CUST-6341,Diana Ross,Home Office,34567.0,New York,New York,United States,South,USCA,PROD-9132,Office Supplies,Chairs,Product B,4018.64,8,0.2,153.02,151.53,Low
631,CA-2016-ORD49377,09/22/2017,09/23/2017,First Class,CUST-6307,Charlie Brown,Consumer,34567.0,San Francisco,Illinois,United States,Central,USCA,PROD-6615,Furniture,Tables,Product B,3711.2,6,0.2,871.68,23.44,Low
632,CA-2015-ORD29733,09/23/2017,09/24/2017,First Class,CUST-5594,Charlie Brown,Home Office,23456.0,Austin,Texas,United States,Central,USCA,PROD-1672,Office Supplies,Binders,Product C,2804.32,3,0.1,640.38,156.84,High
633,CA-2016-ORD88279,09/24/2017,09/25/2017,First Class,CUST-8327,Diana Ross,Consumer,23456.0,Austin,California,United States,South,USCA,PROD-9731,Office Supplies,Tables,Product B,167.6,5,0.1,207.76,41.69,Medium
